	Molecule
1138	COCCN1C(=O)c2ccccc2[C@@H](C(=O)NCCC(=O)OC)C11CCCC1
1139	COC(=O)c1[nH]\c(=N\C(=O)CC[C@@H]2NC(=O)c3ccccc3N=C2O)sc1Cc1ccccc1
1140	COC(=O)C[C@@H](c1cnn2cccnc12)c1oc(CSc2ccccc2)cc(=O)c1O
1141	COC(=O)C[C@H](c1cnn2cccnc12)c1oc(CSc2ccccc2)cc(=O)c1O
1142	Cc1cc([O-])cc(=O)n1CCC(=O)Nc1ccc2[nH]c(nc2c1)[C@@H]1CCCO1
1143	COc1ccc(cc1)[C@H]1[C@@H](C(=O)N2CCN(C\C=C\c3ccccc3)CC2)c2ccccc2C(=O)N1C
1144	COC(=O)c1[nH]\c(=N\C(=O)c2n[nH]c3CCCCc23)sc1-c1ccccc1
1145	COc1ccc(nn1)N1CCC(CC1)C(=O)Nc1ccc(NC(C)=O)cc1
1146	Cc1nc2ccc(F)cc2c(=O)n1CC(=O)N1CCC(CC1)c1noc2cc(F)ccc12
1147	CC[NH+]1CCC[C@@H]1CNC(=O)c1cc([nH]n1)-c1ccc(OC)c(OC)c1
1148	CC[NH+]1CCC[C@H]1CNC(=O)c1cc([nH]n1)-c1ccc(OC)c(OC)c1
1149	O=C(Cc1c[nH]c2ccccc12)Nc1nc(CCC2CCCC2)n[nH]1
1150	CCCn1cc(c(C)n1)-c1nnc2sc(nn12)-c1cc(C)n(CCC)n1
1151	Cc1nn(C)c(C)c1-c1cc(n[nH]1)C(=O)NCCc1c[nH]c2ccc(Cl)cc12
1152	OC1=Nc2ccc(NC(=O)c3nc(Cl)ccc3Cl)cc2C(=O)N2CCC[C@@H]12
1153	O=C(NCCc1ccncc1)[C@@H](c1ccccc1)n1cnnn1
1154	O=C(CCCCCNc1ncccn1)Nc1nnn[n-]1
1155	COc1ccc(CCc2nc(NC(=O)c3cc(=O)n(C)c4ccccc34)n[nH]2)cc1OC
1156	COc1cc(NC(=O)c2nc(C)sc2C)ccc1-n1nc(C)cc1C
1157	NS(=O)(=O)c1ccc(CNC(=O)c2ccc3OCC(O)=Nc3c2)cc1
1158	Cc1nc(C(=O)N2CCC(O)(CC2)c2ccc(Cl)cc2)c(Cc2ccccc2)s1
1159	O=C(Cc1ccc2OCCCOc2c1)NCCc1nnc2ccccn12
1160	CN(C)S(=O)(=O)N1CCN(CC1)C(=O)c1nc(C)sc1C
1161	OCc1cc(=O)c(O)c(o1)C(c1oc(CO)cc(=O)c1O)c1c(F)cccc1Cl
1162	COC(=O)c1[nH]\c(=N\C(=O)CCNc2ncccn2)sc1C(C)C
1163	Clc1ccc(cc1C(=O)NCc1nnc2ccccn12)-n1cnnn1
1164	COCCn1ccc2c(NC(=O)Cn3ccc4ccc(Cl)cc34)cccc12
1165	OC1=NC2(CC[NH+](Cc3ccccc3)CC2)C(=O)N1CC(=O)Nc1ccc2OCCOc2c1
1166	COc1ccc(cc1)-c1nn2c(ccnc2c1C)-c1ccccn1
1167	COc1ccc(nn1)N1CCC[C@@H](C1)C(=O)N[C@H](C)c1ccccc1
1168	O=C(CCCc1ccccc1)Nc1nc(n[nH]1)[C@@H]1CCCO1
1169	CC(C)Cn1nc(CC(=O)Nc2ccc3cc[nH]c3c2)c2ccccc2c1=O
1170	Cc1cc2OC(=O)C[C@@H](c3cccc(Br)c3)c2c(=O)[nH]1
1171	Cc1nc(C)c(s1)-c1nn2c(nnc2s1)-c1cccs1
1172	COc1ccc(c(OC)c1)-n1cc(C(=O)NCCc2c[nH+]c[nH]2)c2ccccc2c1=O
1173	COCCn1cc(CCC(=O)Nc2nc(n[nH]2)[C@@H]2CCCO2)c2ccccc12
1174	COCCn1cc(CCC(=O)Nc2nc(n[nH]2)[C@H]2CCCO2)c2ccccc12
1175	Cc1cc(-c2nnc3sc(Cc4ccccc4OC(F)(F)F)nn23)n(C)n1
1176	Cc1noc(C)c1CC(=O)Nc1cc(C)n(C)n1
1177	CC(C)c1sc(Br)nc1C(=O)Nc1cccc2ncccc12
1178	CC(C)c1n[nH]c(NC(=O)CCCCCn2nnc3ccccc3c2=O)n1
1179	COC(=O)c1[nH]\c(=N\C(=O)C2(CCOCC2)c2ccc(OC)cc2)sc1CC(C)C
1180	Cc1nc2ccc(F)cc2c(=O)n1CC(=O)Nc1nc(cs1)-c1ccncc1
1181	O[C@@]12CCCC[C@@H]1CN(CC2)C(=O)CCn1ccc2ccc(F)cc12
1182	Cn1c(C[NH+]2CCCCCC2)cc(=O)c(O)c1CN1CCN(CC1)c1ccccc1
1183	COc1cccc2[nH]cc([C@H](CC(=O)NCc3nc(C)no3)c3ccccc3)c12
1184	Clc1ccc(cc1)[C@H](CC(=O)NCC1CCOCC1)Cn1cnnn1
1185	COc1ccccc1N1CCN(CC1)C(=O)Cn1cc(OC)c(=O)cc1CN1CCOCC1
1186	Cc1cc(C)nc(NCCC(=O)N2CCN(CC2)S(C)(=O)=O)n1
1187	COC(=O)c1[nH]\c(=N\C(=O)Cc2ccc3OCCCOc3c2)sc1C
1188	Cc1nc(C(=O)NCCc2c[nH]c[nH+]2)c(Cc2ccccc2)s1
1189	COc1ccc(NC(=O)C[C@H](Cn2cccc2)c2ccc(Cl)cc2)cn1
1190	Cc1cc(-c2nnc3sc(nn23)-c2c(Cl)cnn2C)n(C)n1
1191	COCCn1c(cc2ccccc12)C(=O)Nc1ccc(Cn2cncn2)cc1
1192	O=C(Cc1c[nH]c2ccccc12)NCCCc1nnc2ccccn12
1193	COc1ccc(Cc2n[nH]c(NC(=O)[C@@H]3CN(C)C(=O)C3)n2)cc1
1194	COC(=O)[C@H](C)NC(=O)[C@@H](C)n1nnc2ccccc2c1=O
1195	COC(=O)[C@@H](C)NC(=O)[C@H](C)n1nnc2ccccc2c1=O
1196	Cc1cc(no1)-c1nn2c(nnc2s1)-c1ccc(Br)s1
1197	O=C(Nc1cccnc1)[C@@H]1CCCN(C1)c1ccc2nnnn2n1
1198	COc1ccc(cc1)[C@@H]1[C@@H](C(=O)NCCc2ccc(cc2)S(N)(=O)=O)c2ccccc2C(=O)N1C
1199	COc1ccc(cc1)[C@H]1[C@@H](C(=O)NCCc2ccc(cc2)S(N)(=O)=O)c2ccccc2C(=O)N1C
1200	Brc1ccc(s1)-c1ccnc2nc(nn12)[C@H]1CCCO1
1201	CC(C)Cc1n[nH]c(NC(=O)c2ccc(Cl)c(c2)N2CCCCS2(=O)=O)n1
1202	Cc1ccc2cc([C@H]3N4C[C@]5(C)C[NH+]3C[C@](C)(C4)C5O)c(=O)[nH]c2c1
1203	COC(=O)C[C@@H](c1cnn(C)c1)c1oc(CSc2ccc(F)cc2F)cc(=O)c1O
1204	COc1cc2ncn(CC(=O)NC[C@@H]3C[C@H]4C[C@@H]3C=C4)c(=O)c2cc1OC
1205	COc1cc2ncn(CC(=O)NC[C@H]3C[C@H]4C[C@@H]3C=C4)c(=O)c2cc1OC
1206	Cn1c(CN2CCOCC2)cc(=O)c(O)c1C[NH+]1CCCC1
1207	CC(C)n1ccc2c(cccc12)C(=O)Nc1nc(n[nH]1)C1CC1
1208	Cn1c(CNC(=O)CCc2ccc3OCCc3c2)nc2ccccc12
1209	COCc1cc(=O)c(O)c(o1)[C@@H](CC(=O)OC)c1cccc(Br)c1
1210	COc1ccc(CCN2C(O)=N[C@H](CCC(=O)NC3CCCCC3)C2=O)cc1OC
1211	CC(C)Cn1cnc2ccc(NC(=O)Cn3cnc4ccccc4c3=O)cc2c1=O
1212	CC(C)(C)OC(=O)NCCNC(=O)[C@@H](c1ccccc1)n1cnnn1
1213	COCCn1cnc2ccc(NC(=O)CCCn3cccn3)cc2c1=O
1214	Cc1cc(C)nc(NCCC(=O)N2CCN(C\C=C\c3ccccc3)CC2)n1
1215	Cc1nnsc1-c1nnc2sc(nn12)-c1cncc(Br)c1
1216	C[C@H](NC(=O)Cc1c(C)n[nH]c1-c1ccc(F)cc1)c1nnc2ccccn12
1217	C[C@@H](NC(=O)Cc1c(C)n[nH]c1-c1ccc(F)cc1)c1nnc2ccccn12
1218	OC1=Nc2ccccc2C(=O)N[C@@H]1CCC(=O)Nc1ccc(Cn2cncn2)cc1
1219	CN1CCN(CC1)C(=O)C[C@]1(CCOC(C)(C)C1)c1ccc(Cl)cc1
1220	CC1(C)CC(=O)c2c(O)cc(OCC(=O)NCCCc3nnc4ccccn34)cc2O1
1221	COCCn1c(cc2ccccc12)C(=O)Nc1cccc(c1)-c1nnn(C)n1
1222	CC(C)c1s\c(=N\C(=O)CCC(=O)NCc2ccccn2)[nH]c1C([O-])=O
1223	Cn1ccc2ccc(cc12)C(=O)NCc1nnc2ccccn12
1224	COc1cn(CC(=O)NC2CCCCCC2)c(CN2CCOCC2)cc1=O
1225	CC[NH+]1CCC[C@@H]1CNC(=O)c1cccc2n(C)ccc12
1226	CCOC(=O)c1[nH]c(C)c(C(=O)Nc2cnc3cc(OC)ccc3c2)c1C
1227	COC(=O)CC1(CNC(=O)N2CCOCC2)CCCCC1
1228	COc1ccc(nn1)N1CCC(CC1)C(=O)N1CCc2ccccc2C1
1229	CN(C)S(=O)(=O)N1CCN(Cc2c(O)c(Cl)cc3c(C)c(C)c(=O)oc23)CC1
1230	COC(=O)c1[nH]\c(=N\C(=O)CCn2c(C)cc([O-])cc2=O)sc1C
1231	Clc1ccc2[nH]cc(CCNC(=O)CCn3ccc4ccccc34)c2c1
1232	Oc1nn(C2CCCCCC2)c2nc3c4ccc(O)cc4oc3c(-c3ccc(cc3)C([O-])=O)c12
1233	CCOC(=O)c1cs\c(=N/C(=O)Cc2nn(CC(C)C)c(=O)c3ccccc23)[nH]1
1234	COCCn1ccc2c(NC(=O)C3CCC(CNC(=O)OC(C)(C)C)CC3)cccc12
1235	O=C(Nc1nc(cs1)-c1cccs1)c1n[nH]c2CCCc12
1236	CCOC(=O)c1cs\c(=N/C(=O)c2n[nH]c3CCCCc23)[nH]1
1237	COc1ccccc1-c1cnn2c(ccnc12)-c1ccccc1O
1238	COc1cc2oc(=O)cc(C)c2cc1CCC(=O)Nc1nc(n[nH]1)C1CC1
1239	CCOC(=O)c1s\c(=N/C(=O)COc2c[nH]c(C)cc2=O)[nH]c1C
1240	CC(C)Cc1n[nH]c(NC(=O)Cc2c[nH]c3ccccc23)n1
1241	CC(C)n1cc(CCC(=O)NCCc2nnc3ccccn23)c2ccccc12
1242	CCOC(=O)c1[nH]c(C)c(C(=O)Nc2nnc(s2)[C@@H]2CCCO2)c1C
1243	CC(C)c1nc(C)sc1-c1nn2c(nnc2s1)-c1cc(F)ccc1F
1244	COC(=O)C[C@H](c1cnn(C)c1)c1oc(CSc2ccccc2OC)cc(=O)c1O
1245	Clc1ccc(N2CCCC2=O)c(NC(=O)C2(CCCCC2)n2cnnn2)c1
1246	CC(C)c1nc(C)sc1-c1nn2c(nnc2s1)-c1snnc1C
1247	Clc1ccc2cc(sc2c1)C(=O)Nc1n[nH]c(n1)[C@H]1CCCO1
1248	COc1ccc(cc1)C(=O)CNC(=O)c1nn(C)c(=O)c2ccccc12
1249	CC(C)[C@@H](C(=O)Nc1nc[nH]n1)n1nnc2ccccc2c1=O
1250	OC1=N[C@H](CC(=O)NCCn2ccc3ccccc23)C(=O)N1CCc1ccccc1
1251	Cc1nn(C)c(C)c1-c1cc(n[nH]1)C(=O)NCCn1ccc2ccc(Br)cc12
1252	COc1ccc(nn1)N1CCC(CC1)C(=O)Nc1nc(C)cs1
1253	Cc1nc(C)c(s1)-c1nn2c(nnc2s1)-c1ccncc1
1254	Cn1cc(C(=O)Nc2ccccc2O)c2ccccc2c1=O
1255	C[C@@H](NC(=O)CCc1ccc2OCCc2c1)c1nnc2ccccn12
1256	Brc1ccc2c(n[nH]c2c1)N1C[C@@H](CC1=O)C(=O)Nc1nccs1
1257	CCc1nnc(NC(=O)CC[C@H]2NC(=O)c3ccccc3N=C2O)s1
1258	COc1ccccc1-n1cc(C(=O)Nc2ccccn2)c2ccccc2c1=O
1259	CCCn1cc(c(C)n1)-c1nnc2sc(nn12)-c1cn(C)nc1C
1260	NS(=O)(=O)c1ccc(CNC(=O)C2CN(C2)C(c2ccccc2)c2ccccc2)cc1
1261	Cc1nn(C)c(C)c1CNC(=O)COc1c[nH]c(C)cc1=O
1262	Cc1cc(=O)c(O)c(C[NH+]2CCN(CC2)[C@H](c2ccccc2)c2ccc(Cl)cc2)o1
1263	COCc1cc(=O)c(O)c(o1)[C@@H](CC(=O)OC)c1ccc2nccnc2c1
1264	Cc1nc(C)c(s1)-c1nn2c(nnc2s1)C1CCC1
1265	CCOC(=O)c1[nH]c(C)c(C(=O)Nc2nnc(s2)C2CC2)c1C
1266	COc1ccc(cc1)C(=O)Nc1nc(CCc2c[nH]c3ccccc23)n[nH]1
1267	CCn1nc(C)c(c1C)-c1cc(n[nH]1)C(=O)Nc1cccc2ncccc12
1268	CN1[C@H]([C@@H](CC1=O)C(=O)Nc1nccs1)c1ccc2OCOc2c1
1269	CN1[C@H]([C@H](CC1=O)C(=O)Nc1nccs1)c1ccc2OCOc2c1
1270	COc1cccc(c1)-c1cc(n[nH]1)C(=O)NCCc1ccncc1
1271	COc1ccc2c(C)c(CCC(=O)N[C@@H](C)c3nnc4ccccn34)c(=O)oc2c1C
1272	COC(=O)c1[nH]\c(=N\C(=O)CCc2c(C)n[nH]c2C)sc1CC(C)C
1273	CC(C)n1cc(C(=O)NCCn2c3ccccc3[nH]c(=O)c2=O)c2ccccc12
1274	Clc1cccc(c1)N1CCN(CC1)C(=O)CCCC(=O)NCc1cccnc1
1275	Fc1ccc2ncn(CCNC(=O)[C@@H]3CN(Cc4ccco4)C(=O)C3)c(=O)c2c1
1276	Cc1nc2c3c(F)cccc3nn2c(C)c1CCC(=O)NCCc1nccs1
1277	COc1ccc(Cc2nc3nccc(-c4cccnc4)n3n2)cc1
1278	COc1ccc(Cc2n[nH]\c(=N/C(=O)[C@H](C(C)C)N3Cc4ccccc4C3=O)[nH]2)cc1
1279	OCCNC(=O)[C@H]1CN(C(=O)C1)c1n[nH]c2ccccc12
1280	OCCNC(=O)[C@@H]1CN(C(=O)C1)c1n[nH]c2ccccc12
1281	FC(F)(F)c1nnc2CN(CCn12)C(=O)[C@@H](c1ccccc1)n1cnnn1
1282	C[NH+](C)CCNC(=O)c1ccc2[nH]c3CCCCCc3c2c1
1283	COc1ccc(cc1)-c1[nH]nc(C)c1CC(=O)NCCc1c[nH]c2ccc(OC)cc12
1284	COc1cccc2n(CCC(=O)NCCCc3nnc4ccccn34)ccc12
1285	C[C@H](C(=O)Nc1nnn[n-]1)c1ccc(C[C@@H]2CCCC2=O)cc1
1286	COC(=O)c1[nH]\c(=N\C(=O)[C@H](C)N2Cc3ccccc3C2=O)sc1C
1287	CC[NH+]1CCC[C@@H]1CNC(=O)C1CCN(CC1)c1nc(C)cc(C)n1
1288	COc1ccccc1-c1n[nH]c(NC(=O)CCc2cn(C)c3ccccc23)n1
1289	COc1ccc(cc1)C1(CNC(=O)c2[nH]nc3CCCCc23)CCOCC1
1290	Cc1nn(C)c(C)c1CNC(=O)CC[C@@H]1NC(=O)c2ccccc2N=C1O
1291	CS(=O)(=O)N1CCN(CC1)C(=O)[C@@H]1CN(C(=O)C1)c1n[nH]c2cccc(F)c12
1292	COc1ccccc1-c1cc(n[nH]1)C(=O)Nc1n[nH]c(n1)C(C)C
1293	Cc1cc(C)nc(NCCC(=O)Nc2cccc(c2)-c2nc[nH]n2)n1
1294	Cc1cc([O-])cc(=O)n1CCC(=O)Nc1ccc(cc1)N1CCCCS1(=O)=O
1295	CC[NH+]1CCC[C@@H]1CNC(=O)Cc1c(C)n[nH]c1-c1ccc(Cl)cc1
1296	COc1ccc(nn1)N1CCC[C@@H](C1)C(=O)Nc1nc[nH]n1
1297	Cn1c(C[NH+]2CCCCCC2)cc(=O)c(O)c1CN1CCN(CCOc2ccc(F)cc2)CC1
1298	COc1ccc(CN2C(O)=N[C@@H](CC(=O)Nc3ccc(OC)nc3)C2=O)cc1
1299	CC(C)n1nc(C)c(NC(=O)C[C@@H]2N=C(O)N(CCc3ccccc3)C2=O)c1C
1300	COC(=O)c1[nH]\c(=N/C(=O)c2cccc(Nc3ncccn3)c2)sc1C(C)C
1301	CCCCc1nc(C)sc1C(=O)N1CCC(CC(=O)OC)CC1
1302	CC(=O)Nc1ccc(NC(=O)[C@H]2CC(=O)OC2(C)C)cc1
1303	Fc1ccc2ccn(CC(=O)NCc3nc4ccccc4[nH]3)c2c1
1304	Cn1c(CNC(=O)C[C@@H]2N=C(O)N(CCc3ccccc3)C2=O)nc2ccccc12
1305	Fc1cc(cc(F)c1F)-n1cc(C(=O)NCc2ccncc2)c2ccccc2c1=O
1306	COc1cc(cc(OC)c1OC)-c1ccnc2nc(Cc3ccc(F)cc3)nn12
1307	O=C(N1CCN(CCc2ccccn2)CC1)c1cc([nH]n1)-c1cccs1
1308	COc1cc2ccccc2cc1C(=O)Nc1ccc2N=C(O)[C@H]3CCCN3C(=O)c2c1
1309	COc1cc2ccccc2cc1C(=O)Nc1ccc2N=C(O)[C@@H]3CCCN3C(=O)c2c1
1310	COC(=O)c1[nH]\c(=N/C(=O)CCn2c(C)cc([O-])cc2=O)sc1Cc1ccccc1
1311	O=C(NCCc1ccncc1)c1ccc2[nH]ccc2c1
1312	COC(=O)C[C@@H](c1cccc(O)c1)c1oc(CSc2ccccc2)cc(=O)c1O
1313	COc1cc(ccc1OC(C)C)-c1c2oc3c(C)c(O)ccc3c2nc2n(nc(O)c12)C(C)C
1314	O=C(NCc1nc2ccccc2[nH]1)c1cc([nH]n1)-c1ccco1
1315	COc1ccc(OC)c(c1)-c1nn2c(nnc2s1)-c1c(C)nn(C)c1C
1316	COC(=O)c1[nH]\c(=N\C(=O)c2ccc(cc2)-c2nnn(n2)C(C)C)sc1C(C)C
1317	CC(C)c1nc(C)sc1-c1nn2c(nnc2s1)C(F)(F)F
1318	Clc1ccc(cc1)[C@H](CC(=O)NCCCN1CCOCC1)Cn1cccc1
1319	Cc1cc(=O)c(OCC(=O)Nc2cnn(C)c2)c[nH]1
1320	Cc1cccc2n(CCNC(=O)c3ccc(cc3Cl)N3CCCCS3(=O)=O)ccc12
1321	Nc1c(cnc2c(cnn12)-c1ccc(F)cc1)C(=O)Nc1cccc(c1)C([O-])=O
1322	COc1ccc(CCc2n[nH]c(NC(=O)C(C)C)n2)cc1
1323	Cc1cn2c(ncc(C(=O)Nc3nc(cs3)-c3ccncc3)c2=O)s1
1324	CC[NH+]1CCC[C@@H]1CNC(=O)[C@@H](c1ccccc1)n1cnnn1
1325	COc1ccc(nn1)N1CCC[C@@H](C1)C(=O)NCCC(C)C
1326	Cc1ccc(cc1-n1cnnn1)C(=O)N1CCN(C\C=C\c2ccccc2)CC1
1327	COc1ccc(CCC(=O)Nc2ccc(c(OC)c2)-n2nc(C)cc2C)cc1OC
1328	Cc1cc2OC(=O)C[C@@H](c3ccc(F)cc3F)c2c(=O)[nH]1
1329	CC(C)CN1C[C@@H](CC1=O)C(=O)Nc1nc(CCc2c[nH]c3ccccc23)n[nH]1
1330	CC(C)CN1C[C@H](CC1=O)C(=O)Nc1nc(CCc2c[nH]c3ccccc23)n[nH]1
1331	CSc1nc(N2CCN(CC(=O)Nc3ccccc3)CC2)c2COC(C)(C)Cc2c1C#N
1332	Cc1nn(C)c(C)c1-c1cc(n[nH]1)C(=O)Nc1n[nH]c(Cc2ccc(F)cc2)n1
1333	CC[NH+]1CCC[C@@H]1CNC(=O)Cn1nc2CCCCc2cc1=O
1334	CC[NH+]1CCC[C@H]1CNC(=O)Cn1nc2CCCCc2cc1=O
1335	Cc1ncc(CN2CCOCC2)c2cc(oc12)C(=O)c1ccc(Br)cc1
1336	COCCn1cnc2ccc(NC(=O)c3c(C)noc3C)cc2c1=O
1337	CCOC(=O)N1CCN(CC1)C(=O)[C@H]1[C@@H](N(C)C(=O)c2ccccc12)c1ccc2OCOc2c1
1338	Cc1cccc2n(CCC(=O)Nc3ccc4[nH]ccc4c3)ccc12
1339	Cc1nn(C)c(C)c1-c1cc(n[nH]1)C(=O)Nc1cc(C)n(C)n1
1340	Cn1cc(NC(=O)CCc2nnc3ccccn3c2=O)cn1
1341	CC(C)c1sc(Br)nc1C(=O)Nc1nc(C)cs1
1342	COC(=O)c1[nH]\c(=N\C(=O)[C@@H](CC(C)C)N2Cc3ccccc3C2=O)sc1C
1343	CCn1nc(C)c(c1C)-c1cc(n[nH]1)C(=O)Nc1n[nH]c(CC(C)C)n1
1344	COc1ccc(CN2C(O)=N[C@H](CC(=O)Nc3ccc4n(C)cnc4c3)C2=O)cc1
1345	C[C@@H](NC(=O)c1cc(nn1C)-c1cccs1)c1nnc2ccccn12
1346	Cn1ccc2ccc(cc12)C(=O)Nc1ccc2C(=O)OCc2c1
1347	Cc1cc(C)nc(n1)N1CCC(CC1)C(=O)NCc1nnc2ccccn12
1348	Cn1ccc2cc(NC(=O)CCNC(=O)c3cnccn3)ccc12
1349	Cn1c(C[NH+]2CCCCCC2)cc(=O)c(O)c1CN1CCO[C@H](C1)c1ccccc1
1350	Cc1nc(C)c(s1)-c1nn2c(Cc3cc(F)cc(F)c3)nnc2s1
1351	O=C(NCCCN1CCOCC1)[C@H]1CN(C(=O)C1)c1n[nH]c2ccccc12
1352	CCCCc1nc(C)sc1C(=O)NCCCn1cc[nH+]c1
1353	CCn1nc(C)c(c1C)-c1cc(n[nH]1)C(=O)Nc1cnn(C)c1
1354	Cc1cc([O-])cc(=O)n1CCC(=O)Nc1ccccc1O
1355	Cc1nn(c(C)c1-c1cc(nc2c3cccnc3nn12)C([O-])=O)-c1ccccc1
1356	CC12CN3CC(C)(CN(C1)C3c1cnc3ccccc3c1)C2=O
1357	CC(C)c1sc(Br)nc1C(=O)NCCN1CCOCC1
1358	OC1=Nc2ccccc2C(=O)N[C@@H]1CC(=O)N1CCO[C@@H](C1)c1ccccc1
1359	COC(=O)c1[nH]\c(=N\C(=O)[C@@H](c2ccccc2)n2cnnn2)sc1-c1ccccc1Cl
1360	CC(C)n1ccc2c(NC(=O)COc3c[nH]c(C)cc3=O)cccc12
1361	O[C@]12CCCC[C@@H]1CN(CC2)C(=O)Cn1nc(ccc1=O)-c1ccccc1F
1362	O[C@@]12CCCC[C@H]1CN(CC2)C(=O)Cn1nc(ccc1=O)-c1ccccc1F
1363	COc1ccccc1N1CCN(CC1)C(=O)c1cc([nH]n1)-c1c(C)nn(C)c1C
1364	COC(=O)c1[nH]\c(=N\C(=O)[C@@H](C(C)C)N2Cc3ccccc3C2=O)sc1C
1365	O=C(NCc1ccccc1)c1ccc(Nc2ncccn2)cc1
1366	COc1ccccc1N1CCN(Cc2c(O)c(=O)cc(C[NH+]3CCc4ccccc4C3)n2C)CC1
1367	O=C(NCCc1nccs1)[C@H]1CCCN(C1)c1ccc2nnnn2n1
1368	O=C(NCCc1nccs1)[C@@H]1CCCN(C1)c1ccc2nnnn2n1
1369	Cc1cc(=O)c(O)c(CN2CCC[C@H](C2)c2nc3ccccc3s2)o1
1370	CCN1CCN(CC1)C(=O)c1cc(C)nc2n(ncc12)C1CCCC1
1371	O=C(Cc1csc(n1)-n1cccc1)NCCCc1nnc2ccccn12
1372	Clc1ccc(cc1)[C@@H](CC(=O)N1CCN(CCc2ccncc2)CC1)Cn1cnnn1
1373	Clc1ccc(cc1)[C@H](CC(=O)N1CCN(CCc2ccncc2)CC1)Cn1cnnn1
1374	CC(C)n1c(cc2cc(Cl)ccc12)C(=O)NCc1nnc2ccccn12
1375	COc1ccc(cc1)C(=O)CNC(=O)c1ccc2ccn(C)c2c1
1376	OCc1cc(=O)c(O)c(o1)C(c1cccc(Cl)c1F)c1oc(CO)cc(=O)c1O
1377	Cn1ccc2cc(ccc12)C(=O)NCc1nc2ccccc2[nH]1
1378	Brc1ccc(s1)-c1cc(n[nH]1)C(=O)NCCN1CCOCC1
1379	OC1(CCN(CC1)C(=O)CCc1ccc2OCCc2c1)c1ccc(Cl)cc1
1380	COCc1nc2N[C@H](C)C[C@H](c3ccc(O)cc3)n2n1
1381	COCc1nc2N[C@@H](C)C[C@H](c3ccc(O)cc3)n2n1
1382	COCc1nc2N[C@H](C)C[C@@H](c3ccc(O)cc3)n2n1
1383	CC(C)c1sc(Cl)nc1C(=O)N[C@@H]1CCOC(C)(C)C1
1384	Clc1ccc(cc1)[C@H](CC(=O)NC1CC[NH+](Cc2ccccc2)CC1)Cn1cccc1
1385	C[NH+](C)CCCn1cnc2cc(NC(=O)Cc3c[nH]c4ccccc34)ccc12
1386	COc1ccc(CNC(=O)[C@@H]2CCCN(C2)c2ccc(OC)nn2)cc1
1387	COc1ccc(nn1)N1CCC[C@H](C1)C(=O)Nc1ccc(cc1)C(N)=O
1388	CC(C)c1nc(C)sc1-c1nn2c(nnc2s1)-c1c(Cl)cnn1C
1389	CCn1nc(C)c(c1C)-c1cc([nH]n1)C(=O)\N=c1\[nH]c(C(=O)OC)c(C)s1
1390	COCCn1cnc2ccc(NC(=O)c3ccc4OCCCOc4c3)cc2c1=O
1391	COc1cc(OC)c(cc1OC)[C@H]1CC(O)=Nc2c1c(=O)[nH]n2C1CCOCC1
1392	Cn1nnc(n1)-c1cccc(NC(=O)c2ccc3[nH]ccc3c2)c1
1393	Clc1cccc(c1)N1CCN(CC1)C(=O)CCC(=O)NCCc1ccccn1
1394	Fc1ccc(cc1Cl)-c1nc2nccc(-c3ccsc3)n2n1
1395	COc1cc(NC(=O)C[C@H](Cn2cccc2)c2ccc(Cl)cc2)cc(OC)c1OC
1396	CCOC(=O)c1[nH]c(C)c(C(=O)Nc2cccc3n(CCOC)ccc23)c1C
1397	CC1(C)C[C@](CC(=O)N2CCOCC2)(CCO1)c1ccc(Cl)cc1
1398	CC1(C)C[C@@](CC(=O)N2CCOCC2)(CCO1)c1ccc(Cl)cc1
1399	COc1ccc(cc1)S(=O)(=O)NCc1ccc(cc1)C(=O)N1CC[C@]2(O)CCCC[C@H]2C1
1400	COc1ccc(cc1)S(=O)(=O)NCc1ccc(cc1)C(=O)N1CC[C@@]2(O)CCCC[C@H]2C1
1401	OC1=Nc2ccc(NC(=O)c3sc4ccccc4c3Cl)cc2C(=O)N2CCC[C@@H]12
1402	COC(=O)CNC(=O)C(C)(C)Oc1ccc(cc1)[C@@H]1CC1(Cl)Cl
1403	O=C(CC1(CCCCC1)n1cccc1)NCCCn1cc[nH+]c1
1404	Cc1nc(C(=O)Nc2ccccn2)c(s1)-c1ccccc1Cl
1405	COc1ccc(CCc2nc3nccc(-c4ccc(OC)c(OC)c4)n3n2)cc1
1406	CCOC(=O)c1cs\c(=N/C(=O)c2ccc3ccn(C)c3c2)[nH]1
1407	COc1ccc(cc1)S(=O)(=O)CCNC(=O)c1cccc2n(C)ccc12
1408	CC(C)Cc1c2oc3cc(O)ccc3c2nc2n(nc(O)c12)C1CCCCCC1
1409	Clc1ccc(cc1)[C@@H](CC(=O)NCc1nc2ccccc2[nH]1)Cn1cccc1
1410	O=C(Cc1ccc2OCCCOc2c1)NCCCc1nnc2ccccn12
1411	CC(C)c1sc(Br)nc1C(=O)NCC1CCOCC1
1412	Fc1ccc(cc1)-c1ccnc2nc(nn12)[C@@H]1CCCO1
1413	Fc1ccc(cc1)-c1ccnc2nc(nn12)[C@H]1CCCO1
1414	COc1ccc(cc1)C(=O)CNC(=O)c1cc(F)ccc1-n1cnnn1
1415	Cc1nn(c2N=C(O)C[C@@]3(C(=O)N(CC(N)=O)c4ccc(C)cc34)c12)-c1ncnc2[nH]cnc12
1416	COC(=O)c1[nH]\c(=N\C(=O)C[C@H]2NC(=O)c3ccccc3N=C2O)sc1-c1ccccc1
